,mid,title,released,director,boxoffice,inf_adj_boxoffice,cr,wicar
1528,tt14993732,Beyonce: Beyond the Glam,06-11-2019,Ricky Wood,0,0,0,0
649,tt3261912,Pattam Pole,10-11-2013,"Rico Alapan, Azhagappan",0,0,0,0
580,tt7300612,Tear Drops and Closed Caskets,03-15-2018,Rico King,0,0,0,0
2547,tt2378000,Pridyider,09-19-2012,Rico Maria Ilarde,0,0,0,0
1479,tt0330430,Ika-pitong Gloria,02-07-2001,Rico Tariman,0,0,0,0
1257,tt0892082,The Mercy Man,10-24-2009,Rider McDowell,0,0,0,0
1006,tt0083658,Blade Runner,06-25-1982,Ridley Scott,"$32,868,943",59916796.19,0,0
1155,tt0089469,Legend,04-18-1986,Ridley Scott,"$15,502,112",26950421.71,32868943,226.9760238
275,tt0094008,Someone to Watch Over Me,10-09-1987,Ridley Scott,"$10,278,549",17652380.05,48371055,145.848707
2258,tt0096933,Black Rain,09-22-1989,Ridley Scott,"$46,212,055",77414434.54,58649604,194.9593813
3349,tt0103074,Thelma & Louise,05-24-1991,Ridley Scott,"$45,360,915",74074374.2,104861659,1744.874678
3314,tt0103594,1492: Conquest of Paradise,10-09-1992,Ridley Scott,"$7,191,399",11591816.05,150222574,2385.181222
1187,tt0118158,White Squall,02-02-1996,Ridley Scott,"$10,292,300",15721488.25,157413973,1554.861944
3712,tt0119173,G.I. Jane,08-22-1997,Ridley Scott,"$48,169,156",72562016.6,167706273,3012.23996
1605,tt0172495,Gladiator,05-05-2000,Ridley Scott,"$187,705,427",270877701.7,215875429,40530.89673
3095,tt0212985,Hannibal,02-09-2001,Ridley Scott,"$165,092,268",234761205.1,403580856,216171.7976
2036,tt0265086,Black Hawk Down,01-18-2002,Ridley Scott,"$108,638,745",152192017.9,568673124,267848.249
953,tt0325805,Matchstick Men,09-12-2003,Ridley Scott,"$36,906,460",50923533.51,677311869,248267.7191
2179,tt0320661,Kingdom of Heaven,05-06-2005,Ridley Scott,"$47,398,413",63400117.23,714218329,170058.8917
1806,tt0401445,A Good Year,11-10-2006,Ridley Scott,"$7,459,300",9820168.45,761616742,301803.3213
109,tt0765429,American Gangster,11-02-2007,Ridley Scott,"$130,164,645",168615281.1,769076042,68649.54798
1742,tt0758774,Body of Lies,10-10-2008,Ridley Scott,"$39,394,666",50200622.88,899240687,1634361.912
1069,tt0955308,Robin Hood,05-14-2010,Ridley Scott,"$105,269,730",129702834.3,938635353,1024947.017
1979,tt1446714,Prometheus,06-08-2012,Ridley Scott,"$126,477,084",150495082.3,1043905083,5275337.513
710,tt2193215,The Counselor,10-25-2013,Ridley Scott,"$16,973,715",19838878.09,1170382167,8979854.716
1021,tt1528100,Exodus: Gods and Kings,12-12-2014,Ridley Scott,"$65,014,513",74617156.57,1187355882,2373346.567
4246,tt3659388,The Martian,10-02-2015,Ridley Scott,"$228,433,663",257353364.7,1252370395,9057855.704
1172,tt2316204,Alien: Covenant,05-19-2017,Ridley Scott,"$74,262,031",80529746.42,1480804058,63965334.03
1565,tt5294550,All the Money in the World,12-25-2017,Ridley Scott,"$25,113,707",27233303.87,1555066089,34693268.81
1842,tt4244994,The Last Duel,10-15-2021,Ridley Scott,0,0,1580179796,61926572.69
85,tt11214590,House of Gucci,11-24-2021,Ridley Scott,0,0,1580179796,61926572.69
453,tt0108664,Zou shang bu gui lu,10-20-1993,Ridley Tsui,0,0,0,0
2099,tt1753757,Eiga Hâto kyacchi Purikyua! Hana no miyako de fasshon shô... desuka!?,10-30-2010,Rie Matsumoto,0,0,0,0
130,tt0844666,Blackout,05-29-2008,Rigoberto Castañeda,0,0,0,0
2183,tt0483098,Oliviero Rising,02-01-2009,Riki Roseo,0,0,0,0
2345,tt0087599,The Last Winter,02-01-1983,Riki Shelach Nissimoff,0,0,0,0
1840,tt7339248,The Art of Self-Defense,07-19-2019,Riley Stearns,"$2,410,914",2512654.571,0,0
1313,tt4611402,A Life Lived,09-01-2017,Riley Wood,0,0,0,0
174,tt0093435,Lung foo fung wan,02-13-1987,Ringo Lam,0,0,0,0
2558,tt0093304,Gam yuk fung wan,11-13-1987,Ringo Lam,0,0,0,0
748,tt0096885,Ban wo chuang tian ya,06-03-1989,Ringo Lam,0,0,0,0
2029,tt0103044,Gam yuk fung wan II: To fan,07-27-1991,Ringo Lam,0,0,0,0
3348,tt0105851,Xia dao Gao Fei,07-23-1992,Ringo Lam,0,0,0,0
1716,tt0238552,Replicant,05-11-2001,Ringo Lam,0,0,0,0
2276,tt0305574,Kei fung dik sau,03-27-2003,Ringo Lam,0,0,0,0
1554,tt0105399,Seong lung wui,04-09-1999,"Ringo Lam, Hark Tsui","$8,359,717",12240297.63,0,0
334,tt0184881,"Sayônara, ginga tetsudô Surî-Nain: Andromeda shûchakueki",08-01-1981,Rintaro,0,0,0,0
1050,tt0088983,Kamui no ken,06-22-1988,Rintaro,0,0,0,0
1348,tt0096241,The Telephone,01-22-1988,Rip Torn,"$99,978",169592.6814,0,0
3502,tt0459327,Gie,07-14-2005,Riri Riza,0,0,0,0
681,tt13429004,Paranoia,07-08-2021,Riri Riza,0,0,0,0
888,tt0137338,200 Cigarettes,02-26-1999,Risa Bramon Garcia,"$6,852,450",10033357.29,0,0
884,tt5370488,Valliyum Thetti Pulliyum Thetti,05-12-2016,Rishi Sivakumar,0,0,0,0
1827,tt5744820,Atlantic,03-01-2016,Risteard O'Domhnaill,0,0,0,0
1812,tt1995477,There's Always Woodstock,11-14-2014,Rita Merson,0,0,0,0
2610,tt0242860,Schneeweißchen und Rosenrot,05-08-2003,Rita-Maria Nowotny,0,0,0,0
1343,tt2350496,The Lunchbox,09-20-2013,Ritesh Batra,"$4,235,151",4950044.489,0,0
3429,tt4827986,The Sense of an Ending,03-10-2017,Ritesh Batra,"$1,274,420",1381981.048,4235151,1188505.682
1410,tt5034266,Our Souls at Night,09-29-2017,Ritesh Batra,0,0,5509571,617173.8638
2698,tt0931285,Un barrage contre le Pacifique,01-07-2009,Rithy Panh,0,0,0,0
3046,tt0454391,Antarmahal: Views of the Inner Chamber,10-28-2005,Rituparno Ghosh,0,0,0,0
1146,tt1555754,Shob Charitro Kalponik,08-28-2009,Rituparno Ghosh,0,0,0,0
3403,tt14845818,State a casa,07-01-2021,Roan Johnson,0,0,0,0
203,tt1365519,Tomb Raider,03-16-2018,Roar Uthaug,"$58,250,803",61938078.83,0,0
3959,tt6235396,Branagh Theatre Live: The Entertainer,10-27-2016,"Rob Ashford, Benjamin Caron",0,0,0,0
791,tt5943392,Branagh Theatre Live: Romeo and Juliet,11-18-2016,"Rob Ashford, Kenneth Branagh, Benjamin Caron",0,0,0,0
1261,tt5226844,Branagh Theatre Live: The Winter's Tale,12-04-2019,"Rob Ashford, Kenneth Branagh, Benjamin Caron","$141,143",147099.2346,0,0
2736,tt3233718,National Theatre Live: Macbeth,07-20-2013,"Rob Ashford, Tim Van Someren",0,0,0,0
1941,tt3030970,Ninja Immovable Heart,02-27-2014,"Rob Baard, John Balazs",0,0,0,0
3726,tt0106233,Airborne,09-17-1993,Rob Bowman,"$2,850,263",4534198.38,0,0
4370,tt0120902,The X Files,06-19-1998,Rob Bowman,"$83,898,313",124614164.3,2850263,1240.953299
100,tt0253556,Reign of Fire,07-12-2002,Rob Bowman,"$43,061,982",60325530.58,86748576,142047.7943
4025,tt0357277,Elektra,01-14-2005,Rob Bowman,"$24,409,722",32650444.15,129810558,200951.4834
1595,tt2452386,The Fundamentals of Caring,06-24-2016,Rob Burnett,0,0,0,0
2171,tt0116136,DragonHeart,05-31-1996,Rob Cohen,"$51,367,375",78463665.31,0,0
1953,tt0116040,Daylight,12-06-1996,Rob Cohen,"$33,023,469",50443348.9,51367375,10522.51593
3325,tt0192614,The Skulls,03-31-2000,Rob Cohen,"$35,046,120",50575055.77,84390844,28180.8012
349,tt0232500,The Fast and the Furious,06-22-2001,Rob Cohen,"$144,533,925",205527241.4,119436964,40377.46928
3808,tt0295701,xXx,08-09-2002,Rob Cohen,"$142,109,382",199081033.2,263970889,234324.374
875,tt0382992,Stealth,07-29-2005,Rob Cohen,"$32,116,746",42959359.45,406080271,662383.3441
1628,tt0859163,The Mummy: Tomb of the Dragon Emperor,08-01-2008,Rob Cohen,"$102,491,776",130605270.2,438197017,422646.7492
3573,tt3181822,The Boy Next Door,01-23-2015,Rob Cohen,"$35,423,380",39907979.91,540688793,15415303.4
2469,tt5360952,The Hurricane Heist,03-09-2018,Rob Cohen,"$6,115,825",6502956.723,576112173,18975886.17
788,tt4526546,Edge of Winter,08-02-2016,Rob Connolly,0,0,0,0
80,tt3722420,The Last Straw,11-08-2014,Rob Diamond,0,0,0,0
1949,tt0760180,Propensity,01-20-2006,"Rob Diamond, Dave Sapp",0,0,0,0
1712,tt1049402,Howl,08-27-2010,"Rob Epstein, Jeffrey Friedman","$617,334",760617.2214,0,0
720,tt1426329,Lovelace,08-08-2013,"Rob Epstein, Jeffrey Friedman","$356,582",416773.0416,617334,43848.06919
1675,tt2200022,Truth in 24 II: Every Second Counts,03-26-2012,Rob Gehring,0,0,0,0
2444,tt14085296,Joy & Jim,02-28-2021,Rob Gordon Bralver,0,0,0,0
1737,tt1563742,Overboard,05-04-2018,Rob Greenberg,"$50,316,123",53501133.59,0,0
1105,tt0451069,The Gospel,10-07-2005,Rob Hardy,"$15,778,152",21104856.12,0,0
1492,tt2005371,The Directors Project,03-03-2011,Rob Hunt,0,0,0,0
1200,tt1320261,Gulliver's Travels,12-25-2010,Rob Letterman,"$42,779,261",52708327.48,0,0
92,tt1051904,Goosebumps,10-16-2015,Rob Letterman,"$80,080,379",90218554.98,42779261,6201082.019
713,tt5884052,Pokémon: Detective Pikachu,05-10-2019,Rob Letterman,"$144,105,346",150186591.6,122859640,47245622.13
1958,tt1127227,Lifelines,04-03-2009,Rob Margolies,0,0,0,0
3782,tt6805814,Weight,06-01-2020,Rob Margolies,0,0,0,0
632,tt0299658,Chicago,01-24-2003,Rob Marshall,"$170,687,518",235514637.3,0,0
1860,tt0397535,Memoirs of a Geisha,12-23-2005,Rob Marshall,"$57,490,508",76899303.5,170687518,782684.1591
1729,tt0875034,Nine,12-25-2009,Rob Marshall,"$19,676,965",24659172.54,228178026,1075218.702
3802,tt1298650,Pirates of the Caribbean: On Stranger Tides,05-20-2011,Rob Marshall,"$241,071,802",291937952.2,247854991,726932.8573
513,tt2180411,Into the Woods,12-25-2014,Rob Marshall,"$128,002,372",146908322.3,488926793,24102211.75
291,tt5028340,Mary Poppins Returns,12-19-2018,Rob Marshall,"$171,958,438",182843407.1,616929165,58656613.19
2097,tt5971474,The Little Mermaid,07-09-2021,Rob Marshall,0,0,788887603,241500020.3
2082,tt0348333,Waiting...,10-07-2005,Rob McKittrick,"$16,124,543",21568188.72,0,0
1207,tt2193265,Welcome to the Jungle,02-08-2014,Rob Meltzer,0,0,0,0
425,tt1582465,A Birder's Guide to Everything,04-21-2013,Rob Meyer,"$48,713",56935.7544,0,0
4243,tt0164912,Stuart Little,12-17-1999,Rob Minkoff,"$140,035,367",205039784.4,0,0
47,tt0243585,Stuart Little 2,07-19-2002,Rob Minkoff,"$64,956,806",90997989.53,140035367,233722.7011
751,tt0338094,The Haunted Mansion,11-26-2003,Rob Minkoff,"$75,847,266",104654057.6,204992173,148562.9608
3547,tt0865556,The Forbidden Kingdom,04-18-2008,Rob Minkoff,"$52,075,270",66359516.56,280839439,1015422.22
1659,tt1541160,Flypaper,08-25-2011,Rob Minkoff,"$5,043",6107.073,332914709,1903175.261
1462,tt0864835,Mr. Peabody & Sherman,03-07-2014,Rob Minkoff,"$111,506,430",127975929.7,332919752,157237.6101
147,tt2459920,Truth,02-11-2014,Rob Moretti,0,0,0,0
3449,tt0246072,Maze,10-10-2000,Rob Morrow,"$26,041",37579.7671,0,0
1120,tt0091677,On the Edge,05-02-1986,Rob Nilsson,"$440,438",765701.463,0,0
848,tt1978532,Someone Marry Barry,09-09-2014,Rob Pearlstein,0,0,0,0
1800,tt0090103,The Sure Thing,03-01-1985,Rob Reiner,"$18,135,531",31911280.35,0,0
1347,tt0092005,Stand by Me,08-22-1986,Rob Reiner,"$52,287,414",90901669.24,18135531,120.8858949
2081,tt0093779,The Princess Bride,10-09-1987,Rob Reiner,"$30,857,814",52995209.76,70422945,491.932818
1671,tt0098635,When Harry Met Sally...,07-21-1989,Rob Reiner,"$93,075,866",155920690.7,101280759,585.2991957
3099,tt0100157,Misery,11-30-1990,Rob Reiner,"$61,276,872",101358074,194356625,2460.053889
121,tt0104257,A Few Good Men,12-11-1992,Rob Reiner,"$141,340,178",227826232.9,255633497,3263.713669
1629,tt0110687,North,07-22-1994,Rob Reiner,"$7,182,747",11274757.97,396973675,14971.21444
461,tt0112346,The American President,11-17-1995,Rob Reiner,"$60,079,496",93039107.51,404156422,1059.821107
903,tt0116410,Ghosts of Mississippi,01-03-1997,Rob Reiner,"$13,323,144",20069984.12,464235918,17824.74982
4670,tt0160916,The Story of Us,10-15-1999,Rob Reiner,"$27,100,031",39679865.39,477559062,7853.973795
3562,tt0318283,Alex & Emma,06-20-2003,Rob Reiner,"$14,218,698",19618959.5,504659093,64628.02188
2524,tt0398375,Rumor Has It...,12-25-2005,Rob Reiner,"$43,000,262",57517150.45,518877791,65414.32975
3219,tt0825232,The Bucket List,01-11-2008,Rob Reiner,"$93,466,502",119104363.5,561878053,557911.7718
1708,tt0817177,Flipped,09-10-2010,Rob Reiner,"$1,755,212",2162596.705,655344555,2366114.17
3413,tt1839654,The Magic of Belle Isle,07-06-2012,Rob Reiner,"$102,388",121831.4812,657099767,182749.8189
2083,tt2465146,And So It Goes,07-25-2014,Rob Reiner,"$15,160,801",17400051.31,657202155,25083.57976
1122,tt4630444,Being Charlie,05-06-2016,Rob Reiner,"$30,400",33607.2,672362956,2928642.421
2945,tt4778988,LBJ,11-03-2017,Rob Reiner,"$2,470,979",2679529.628,672393356,711236.1339
187,tt5540992,Shock and Awe,07-20-2018,Rob Reiner,"$77,980",82916.134,674864335,1163032.656
1478,tt0197384,Crime + Punishment in Suburbia,08-25-2000,Rob Schmidt,"$26,394",38089.1814,0,0
3270,tt0295700,Wrong Turn,05-30-2003,Rob Schmidt,"$15,418,790",21274846.44,26394,62.02494093
1402,tt12989912,Ultrasound,06-15-2021,Rob Schroeder,0,0,0,0
1993,tt8703882,The Wrong Todd,11-05-2019,Rob Schulbaum,0,0,0,0
2763,tt1735839,Any Questions for Ben?,02-09-2012,Rob Sitch,0,0,0,0
1716,tt4838534,The Sweet Life,09-13-2017,Rob Spera,0,0,0,0
466,tt4862056,Us,09-10-2015,Rob Tari,0,0,0,0
1023,tt2771372,Veronica Mars,03-13-2014,Rob Thomas,"$3,322,127",3812805.158,0,0
108,tt0106722,Digger,04-22-1994,Rob Turner,0,0,0,0
1960,tt1487257,Hungry Hills,03-02-2011,Rob W. King,0,0,0,0
1180,tt6143850,Distorted,06-22-2018,Rob W. King,0,0,0,0
2824,tt0191037,Circus,05-05-2000,Rob Walker,"$14,693",21203.4683,0,0
4165,tt2340142,Empire of the Heart,06-16-2017,Rob Walker,0,0,14693,5090.952739
507,tt0373883,Halloween,08-31-2007,Rob Zombie,"$58,272,029",75485586.37,0,0
253,tt1311067,Halloween II,08-28-2009,Rob Zombie,"$33,392,973",41848073.76,58272029,1044817.68
1115,tt1731697,The Lords of Salem,04-18-2013,Rob Zombie,"$1,165,882",1362682.882,91665002,2472689.835
39,tt3835080,31,09-16-2016,Rob Zombie,"$779,820",862091.01,92830884,644611.0925
1071,tt8134742,3 from Hell,09-16-2019,Rob Zombie,"$2,172,949",2264647.448,93610704,738284.0302
2211,tt0153311,Trouble in Paradise,04-13-1989,Robbe De Hert,0,0,0,0
2954,tt5664688,Courts mais GAY: Tome 10,11-16-2005,"Robbie Baldwin, Adam Baran, Nicolas Brevière",0,0,0,0
853,tt1007032,iMurders,08-09-2008,Robbie Bryan,0,0,0,0
81,tt0860454,MP3: Mera Pehla Pehla Pyaar,06-08-2007,Robbie Grewal,0,0,0,0
2782,tt8550208,Romeo Akbar Walter,04-05-2019,Robbie Grewal,"$236,299",246270.8178,0,0
1098,tt1817771,Freaks of Nature,10-30-2015,Robbie Pickering,"$70,958",79941.2828,0,0
1707,tt3604256,Split,09-03-2016,Robbie Walsh,0,0,0,0
2414,tt1213672,Billy: The Early Years,10-10-2008,Robby Benson,"$347,328",442600.0704,0,0
61,tt0114122,Pharaoh's Army,04-01-1995,Robby Henson,"$50,652",78439.6872,0,0
2621,tt0286493,The Badge,09-07-2002,Robby Henson,0,0,50652,89.41257728
3657,tt0837796,House,11-07-2008,Robby Henson,"$575,048",732783.6664,50652,0.866309613
2076,tt6298498,El Amparo,10-13-2017,Rober Calzadilla,0,0,0,0
3729,tt0216772,Turn It Up,09-06-2000,Robert Adetuyi,"$1,247,949",1800915.202,0,0
2775,tt0111054,Safe Passage,01-06-1995,Robert Allan Ackerman,"$1,618,282",2506071.505,0,0
2131,tt0081353,Popeye,12-12-1980,Robert Altman,"$49,823,037",92924946.31,0,0
788,tt0083745,"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",04-06-1983,Robert Altman,"$840,958",1515238.124,49823037,120.7418538
1803,tt0086377,Streamers,10-14-1983,Robert Altman,"$378,452",681894.8136,50663995,1.968978686
2365,tt0089160,Fool for Love,05-14-1986,Robert Altman,"$836,156",1453657.206,51042447,2.583152474
184,tt0092646,Beyond Therapy,04-01-1987,Robert Altman,"$790,000",1356746,51878603,7.86676429
62,tt0100873,Vincent & Theo,11-16-1990,Robert Altman,"$2,231,274",3690750.323,52668603,21.40623597
1435,tt0105151,The Player,05-08-1992,Robert Altman,"$21,706,101",34988064.2,54899877,118.8393714
2973,tt0108122,Short Cuts,10-01-1993,Robert Altman,"$6,110,979",9721345.393,76605978,1609.409314
4006,tt0110907,Prêt-à-Porter,12-25-1994,Robert Altman,"$11,300,653",17738635.01,82716957,638.9183292
298,tt0116745,Kansas City,08-16-1996,Robert Altman,"$1,356,329",2071792.548,94017610,2378.958361
1143,tt0119196,The Gingerbread Man,01-23-1998,Robert Altman,"$1,677,131",2491042.674,95373939,567.6747588
3224,tt0126250,Cookie's Fortune,04-16-1999,Robert Altman,"$10,920,544",15989860.52,97051070,974.1750588
3883,tt0205271,Dr. T & the Women,10-13-2000,Robert Altman,"$13,113,041",18923429.47,107971614,8931.614585
2276,tt0280707,Gosford Park,01-18-2002,Robert Altman,"$41,308,615",57869238.75,121084655,21580.79996
2236,tt0335013,The Company,05-07-2004,Robert Altman,"$2,283,914",3103153.952,162393270,134671.7111
3395,tt0420087,A Prairie Home Companion,06-09-2006,Robert Altman,"$20,342,852",26781364.66,164677184,15371.77649
1744,tt0092580,Aria,09-15-1987,"Robert Altman, Bruce Beresford, Bill Bryden","$1,028,679",1766653.315,0,0
3760,tt0455538,How to Lose Friends & Alienate People,10-03-2008,Robert B. Weide,"$2,778,752",3540963.674,0,0
995,tt0424823,Balls of Fury,08-29-2007,Robert Ben Garant,"$32,886,940",42601742.08,0,0
2910,tt2318527,Hell Baby,03-01-2014,"Robert Ben Garant, Thomas Lennon","$8,785",10082.5445,0,0
2749,tt0084732,Still of the Night,11-19-1982,Robert Benton,"$5,979,947",10900845.39,0,0
167,tt0087921,Places in the Heart,10-05-1984,Robert Benton,"$34,901,614",62149304.05,5979947,20.23427557
762,tt0093596,Nadine,08-07-1987,Robert Benton,"$5,669,831",9737367.759,40881561,336.333225
673,tt0101453,Billy Bathgate,11-01-1991,Robert Benton,"$15,565,363",25418237.78,46551392,219.4814262
3454,tt0110684,Nobody's Fool,01-13-1995,Robert Benton,"$39,491,975",61157272.49,62116755,2386.152677
550,tt0119594,Twilight,03-06-1998,Robert Benton,"$15,055,091",22361326.66,101608730,16738.63245
2415,tt0308383,The Human Stain,12-18-2003,Robert Benton,"$5,381,908",7425956.658,116663821,36440.74582
2250,tt0800027,Feast of Love,09-28-2007,Robert Benton,"$3,511,074",4548245.26,122045729,50611.70098
1915,tt0098577,Vampire's Kiss,06-16-1989,Robert Bierman,"$725,131",1214739.451,0,0
3076,tt0119453,Keep the Aspidistra Flying,08-28-1998,Robert Bierman,"$301,360",447610.008,725131,332.4589712
2829,tt0375663,A Closer Walk,02-05-2003,Robert Bilheimer,0,0,0,0
2040,tt3121710,Not My Life,10-01-2011,"Robert Bilheimer, Richard Young",0,0,0,0
449,tt0094034,Steele Justice,07-09-1987,Robert Boris,"$1,327,740",2280260.676,0,0
810,tt0096997,Buy & Cell,06-16-1988,Robert Boris,0,0,1327740,17.62868097
2621,tt0109835,Frank & Jesse,04-22-1995,Robert Boris,"$50,004",77436.1944,1327740,0.001654888959
1897,tt0100930,Who Shot Pat?,08-01-1989,Robert Brooks,"$2,343",3924.9936,0,0
1641,tt2133196,Born to Be Blue,03-30-2016,Robert Budreau,"$830,129",917707.6095,0,0
2380,tt6474040,Stockholm,04-12-2019,Robert Budreau,"$302,085",314832.987,830129,449676.7287
4232,tt0120390,Turbulence,01-10-1997,Robert Butler,"$11,538,235",17381197.2,0,0
1409,tt2552394,The Legend of Barney Thomson,07-24-2015,Robert Carlyle,0,0,0,0
1250,tt0265803,Standard Time,10-10-2002,Robert Cary,"$81,451",114104.7059,0,0
1076,tt0480251,Ira & Abby,05-09-2008,Robert Cary,"$221,096",281742.6328,81451,1105.549204
3097,tt0114963,Without Mercy,02-20-1996,Robert Chappell,0,0,0,0
1345,tt0080436,Battle Creek Brawl,08-29-1980,Robert Clouse,"$8,527,743",15905093.47,0,0
1505,tt0419491,Believe in Me,02-06-2006,Robert Collector,"$209,654",276009.491,0,0
998,tt0241223,The Bank,09-06-2001,Robert Connolly,"$88,414",125724.708,0,0
3262,tt0391493,Three Dollars,04-21-2005,Robert Connolly,0,0,88414,417.8200492
231,tt2357453,Underground: The Julian Assange Story,10-07-2012,Robert Connolly,0,0,88414,16.86054606
1579,tt3328716,Paper Planes,01-15-2015,Robert Connolly,0,0,88414,1.983626384
2122,tt5144174,The Dry,05-21-2021,Robert Connolly,"$364,237",364237,88414,1.983626384
2692,tt0937373,Sappho,03-05-2008,Robert Crombie,0,0,0,0
233,tt1502417,Assassins Run,04-23-2013,"Robert Crombie, Sofya Skya",0,0,0,0
3984,tt0281615,Turning Paige,04-12-2002,Robert Cuffley,0,0,0,0
443,tt10101702,My Little Pony: A New Generation,09-24-2021,"Robert Cullen, José Luis Ucha, Mark Fattibene",0,0,0,0
1715,tt7713810,Recon,11-10-2020,Robert David Port,0,0,0,0
2337,tt0106489,A Bronx Tale,10-01-1993,Robert De Niro,"$17,287,898",27501588.14,0,0
1452,tt0343737,The Good Shepherd,12-22-2006,Robert De Niro,"$59,952,835",78927907.28,17287898,130565.4813
1310,tt4779344,Rounding Third,08-17-2018,"Robert Deaton, George Flanigen",0,0,0,0
4081,tt3919118,Ghosts,09-18-2014,Robert Delamere,0,0,0,0
207,tt0097076,Cold Feet,05-19-1989,Robert Dornhelm,"$289,975",485766.12,0,0
539,tt0116379,A Further Gesture,02-20-1998,Robert Dornhelm,"$14,760",21923.028,289975,132.948102
2213,tt0114502,The Unfish,02-26-1998,Robert Dornhelm,0,0,304735,6.036444373
3435,tt0103100,Too Much Sun,01-25-1991,Robert Downey Sr.,0,0,0,0
3368,tt0119327,Hugo Pool,12-12-1997,Robert Downey Sr.,"$13,330",20080.312,0,0
1177,tt0085168,Angelo My Love,12-08-1983,Robert Duvall,0,0,0,0
214,tt0118632,The Apostle,02-20-1998,Robert Duvall,"$19,868,354",29510466.2,0,0
1215,tt4442130,Wild Horses,06-05-2015,Robert Duvall,0,0,19868354,3471876.838
3202,tt0433405,Land of the Blind,10-25-2007,Robert Edwards,"$5,244",6793.0776,0,0
2202,tt3662066,One More Time,04-08-2016,Robert Edwards,0,0,5244,1141.712552
2185,tt4263482,The VVitch: A New-England Folktale,02-19-2016,Robert Eggers,"$25,138,705",27790838.38,0,0
1000,tt11138512,The Northman,04-08-2022,Robert Eggers,0,0,25138705,39701197.68
2401,tt0084591,"Reuben, Reuben",12-16-1983,Robert Ellis Miller,0,0,0,0
738,tt0097487,Hawks,11-10-1989,Robert Ellis Miller,0,0,0,0
1691,tt0096978,Brenda Starr,04-15-1992,Robert Ellis Miller,"$67,878",109412.5482,0,0
2845,tt0092837,De guerre lasse,12-16-1987,Robert Enrico,0,0,0,0
2371,tt0108480,Vent d'est,01-20-1993,Robert Enrico,0,0,0,0
565,tt0098238,La révolution française,10-25-1989,"Robert Enrico, Richard T. Heffron",0,0,0,0
915,tt0272056,"Crispy, Crackers, and Beans",10-23-2007,Robert Fontaine,0,0,0,0
336,tt2460506,Mi America,10-16-2015,Robert Fontaine,"$3,330",3751.578,0,0
552,tt0420289,The Call of the Toad,09-22-2005,Robert Glinski,0,0,0,0
1951,tt0096200,Sweet Hearts Dance,09-23-1988,Robert Greenwald,"$3,790,493",6429813.276,0,0
3945,tt0107090,Hear No Evil,03-26-1993,Robert Greenwald,"$5,679,569",9035058.365,3790493,295.7627539
4475,tt0118772,Breaking Up,10-17-1997,Robert Greenwald,"$11,690",17609.816,9470062,1731.00427
1163,tt0364301,Le promeneur du Champ de Mars,02-16-2005,Robert Guédiguian,0,0,0,0
631,tt0363768,Lightning Bug,04-09-2004,Robert Hall,0,0,0,0
67,tt1228933,Laid to Rest,03-18-2009,Robert Hall,0,0,0,0
1762,tt2165765,Fear Clinic,07-09-2015,Robert Hall,0,0,0,0
1456,tt0116240,The Evening Star,12-25-1996,Robert Harling,"$12,767,815",19502837.41,0,0
1153,tt0091209,The Hitcher,02-21-1986,Robert Harmon,"$5,844,868",10161303.02,0,0
2974,tt0101844,Eyes of an Angel,06-29-1991,Robert Harmon,0,0,5844868,229.0290665
557,tt0107711,Nowhere to Run,01-15-1993,Robert Harmon,"$22,189,039",35298323.24,5844868,0.01053502871
2553,tt0283632,They,11-27-2002,Robert Harmon,"$12,840,842",17988735.56,28033907,40236.1887
1381,tt0339147,Highwaymen,02-19-2004,Robert Harmon,"$371,396",504615.7452,40874749,41940.88964
407,tt6098380,Isabelle,05-24-2019,Robert Heydon,0,0,0,0
1135,tt0160862,She's All That,01-29-1999,Robert Iscove,"$63,366,989",92781945.29,0,0
2601,tt0339034,From Justin to Kelly,06-20-2003,Robert Iscove,"$4,928,883",6800872.763,63366989,151087.3814
3092,tt0314502,Phileine zegt sorry,10-09-2003,Robert Jan Westdijk,0,0,0,0
670,tt8391044,Working Man,05-05-2020,Robert Jury,0,0,0,0
2062,tt0080500,Carny,05-23-1980,Robert Kaylor,"$1,817,720",3390229.572,0,0
2730,tt0260042,False Prophets,05-16-2006,Robert Kevin Townsend,0,0,0,0
981,tt1930458,Red Line,07-16-2013,Robert Kirbyson,0,0,0,0
4713,tt0108539,Weekend at Bernie's II,07-09-1993,Robert Klane,"$12,741,891",20269800.2,0,0
1414,tt0094955,The Dawning,11-18-1988,Robert Knights,0,0,0,0
3488,tt7312940,Singularity,11-24-2017,Robert Kouba,"$4,176",4528.4544,0,0
281,tt0089024,Diesel,08-07-1985,Robert Kramer,0,0,0,0
2810,tt0083034,Savage Harvest,04-11-1981,Robert L. Collins,0,0,0,0
1412,tt3692652,Eloise,02-03-2017,Robert Legato,0,0,0,0
1347,tt0112714,Le confessionnal,08-16-1996,Robert Lepage,"$575,001",878314.0275,0,0
235,tt0086405,Table for Five,03-10-1983,Robert Lieberman,"$2,439,705",4395860.469,0,0
1400,tt0106912,Fire in the Sky,03-12-1993,Robert Lieberman,"$19,885,552",31633936.12,2439705,202.2036632
3351,tt1017464,The Tortured,09-28-2012,Robert Lieberman,0,0,22325257,1276551.586
1794,tt0113481,Johnny Mnemonic,05-26-1995,Robert Longo,"$19,075,720",29540659.99,0,0
